"Step","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time__MIN","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time__MAX","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time__MIN","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time__MAX","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time__MIN","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time__MAX","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time__MIN","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time__MAX","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time__MIN","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time__MAX"
"12584","","","","32.8671875","32.8671875","32.8671875","27.70052146911621","27.70052146911621","27.70052146911621","30.096355438232422","30.096355438232422","30.096355438232422","","",""
"12585","29.55989646911621","29.55989646911621","29.55989646911621","33.0390625","33.0390625","33.0390625","","","","30.104167938232422","30.104167938232422","30.104167938232422","30.62239646911621","30.62239646911621","30.62239646911621"
"12586","29.45833396911621","29.45833396911621","29.45833396911621","33.03125","33.03125","33.03125","27.68489646911621","27.68489646911621","27.68489646911621","29.99739646911621","29.99739646911621","29.99739646911621","30.76302146911621","30.76302146911621","30.76302146911621"
"12587","29.2578125","29.2578125","29.2578125","32.99479293823242","32.99479293823242","32.99479293823242","","","","29.8203125","29.8203125","29.8203125","","",""
"12588","","","","","","","","","","29.815105438232422","29.815105438232422","29.815105438232422","30.8984375","30.8984375","30.8984375"
"12589","","","","","","","27.70052146911621","27.70052146911621","27.70052146911621","","","","30.80208396911621","30.80208396911621","30.80208396911621"
"12590","29.046875","29.046875","29.046875","33.153648376464844","33.153648376464844","33.153648376464844","27.81770896911621","27.81770896911621","27.81770896911621","","","","30.736980438232422","30.736980438232422","30.736980438232422"
"12591","29.033855438232422","29.033855438232422","29.033855438232422","33.29166793823242","33.29166793823242","33.29166793823242","27.73958396911621","27.73958396911621","27.73958396911621","29.744792938232422","29.744792938232422","29.744792938232422","","",""
"12592","","","","33.32291793823242","33.32291793823242","33.32291793823242","","","","29.752605438232422","29.752605438232422","29.752605438232422","30.61458396911621","30.61458396911621","30.61458396911621"
"12593","","","","33.375","33.375","33.375","27.86458396911621","27.86458396911621","27.86458396911621","29.541667938232422","29.541667938232422","29.541667938232422","30.658855438232422","30.658855438232422","30.658855438232422"
"12594","28.94270896911621","28.94270896911621","28.94270896911621","33.390625","33.390625","33.390625","27.77083396911621","27.77083396911621","27.77083396911621","","","","30.440105438232422","30.440105438232422","30.440105438232422"
"12595","","","","33.309898376464844","33.309898376464844","33.309898376464844","27.854167938232422","27.854167938232422","27.854167938232422","29.479167938232422","29.479167938232422","29.479167938232422","30.338542938232422","30.338542938232422","30.338542938232422"
"12596","","","","33.2265625","33.2265625","33.2265625","27.9296875","27.9296875","27.9296875","","","","30.338542938232422","30.338542938232422","30.338542938232422"
"12597","28.572917938232422","28.572917938232422","28.572917938232422","33.231773376464844","33.231773376464844","33.231773376464844","28.02864646911621","28.02864646911621","28.02864646911621","","","","30.1796875","30.1796875","30.1796875"
"12598","","","","33.192710876464844","33.192710876464844","33.192710876464844","","","","29.66145896911621","29.66145896911621","29.66145896911621","30.072917938232422","30.072917938232422","30.072917938232422"
"12599","28.79427146911621","28.79427146911621","28.79427146911621","32.9921875","32.9921875","32.9921875","","","","29.84375","29.84375","29.84375","29.947917938232422","29.947917938232422","29.947917938232422"
"12600","28.9609375","28.9609375","28.9609375","33.0625","33.0625","33.0625","","","","","","","30.026042938232422","30.026042938232422","30.026042938232422"
"12601","29.0703125","29.0703125","29.0703125","","","","27.921875","27.921875","27.921875","","","","30.010417938232422","30.010417938232422","30.010417938232422"
"12602","","","","33.01823043823242","33.01823043823242","33.01823043823242","27.84375","27.84375","27.84375","","","","30.104167938232422","30.104167938232422","30.104167938232422"
"12603","29.0625","29.0625","29.0625","33.08073043823242","33.08073043823242","33.08073043823242","27.91145896911621","27.91145896911621","27.91145896911621","30.0234375","30.0234375","30.0234375","30.12239646911621","30.12239646911621","30.12239646911621"
"12604","29.06770896911621","29.06770896911621","29.06770896911621","33.140625","33.140625","33.140625","","","","30.018230438232422","30.018230438232422","30.018230438232422","29.986980438232422","29.986980438232422","29.986980438232422"
"12605","29.26302146911621","29.26302146911621","29.26302146911621","33.06510543823242","33.06510543823242","33.06510543823242","27.752605438232422","27.752605438232422","27.752605438232422","30.015625","30.015625","30.015625","29.95833396911621","29.95833396911621","29.95833396911621"
"12606","","","","33.3828125","33.3828125","33.3828125","27.8125","27.8125","27.8125","30.010417938232422","30.010417938232422","30.010417938232422","29.84895896911621","29.84895896911621","29.84895896911621"
"12607","29.151042938232422","29.151042938232422","29.151042938232422","33.25","33.25","33.25","27.994792938232422","27.994792938232422","27.994792938232422","30","30","30","29.8671875","29.8671875","29.8671875"
"12608","","","","33.26823043823242","33.26823043823242","33.26823043823242","","","","29.95833396911621","29.95833396911621","29.95833396911621","29.8046875","29.8046875","29.8046875"
"12609","","","","33.17448043823242","33.17448043823242","33.17448043823242","28.09895896911621","28.09895896911621","28.09895896911621","30.03125","30.03125","30.03125","29.92708396911621","29.92708396911621","29.92708396911621"
"12610","29.299480438232422","29.299480438232422","29.299480438232422","","","","28.252605438232422","28.252605438232422","28.252605438232422","30.088542938232422","30.088542938232422","30.088542938232422","29.828125","29.828125","29.828125"
"12611","29.291667938232422","29.291667938232422","29.291667938232422","33.11198043823242","33.11198043823242","33.11198043823242","28.5078125","28.5078125","28.5078125","30.072917938232422","30.072917938232422","30.072917938232422","","",""
"12612","29.27083396911621","29.27083396911621","29.27083396911621","33.203125","33.203125","33.203125","28.23958396911621","28.23958396911621","28.23958396911621","30.276042938232422","30.276042938232422","30.276042938232422","29.90625","29.90625","29.90625"
"12613","29.268230438232422","29.268230438232422","29.268230438232422","","","","28.15364646911621","28.15364646911621","28.15364646911621","","","","29.7265625","29.7265625","29.7265625"
"12614","29.63020896911621","29.63020896911621","29.63020896911621","","","","28.182292938232422","28.182292938232422","28.182292938232422","30.1015625","30.1015625","30.1015625","29.7265625","29.7265625","29.7265625"
"12615","","","","33.40104293823242","33.40104293823242","33.40104293823242","27.932292938232422","27.932292938232422","27.932292938232422","30.1171875","30.1171875","30.1171875","29.640625","29.640625","29.640625"
"12616","29.66927146911621","29.66927146911621","29.66927146911621","","","","28.127605438232422","28.127605438232422","28.127605438232422","30.10677146911621","30.10677146911621","30.10677146911621","29.697917938232422","29.697917938232422","29.697917938232422"
"12617","29.73177146911621","29.73177146911621","29.73177146911621","","","","28.111980438232422","28.111980438232422","28.111980438232422","30.049480438232422","30.049480438232422","30.049480438232422","29.854167938232422","29.854167938232422","29.854167938232422"
"12618","29.68489646911621","29.68489646911621","29.68489646911621","32.85416793823242","32.85416793823242","32.85416793823242","28.10677146911621","28.10677146911621","28.10677146911621","30.127605438232422","30.127605438232422","30.127605438232422","29.88802146911621","29.88802146911621","29.88802146911621"
"12619","29.64583396911621","29.64583396911621","29.64583396911621","33.0625","33.0625","33.0625","","","","30.16927146911621","30.16927146911621","30.16927146911621","29.95833396911621","29.95833396911621","29.95833396911621"
"12620","29.60677146911621","29.60677146911621","29.60677146911621","32.942710876464844","32.942710876464844","32.942710876464844","28.05989646911621","28.05989646911621","28.05989646911621","30.065105438232422","30.065105438232422","30.065105438232422","29.9921875","29.9921875","29.9921875"
"12621","29.627605438232422","29.627605438232422","29.627605438232422","","","","","","","29.8125","29.8125","29.8125","29.953125","29.953125","29.953125"
"12622","29.6640625","29.6640625","29.6640625","","","","27.9609375","27.9609375","27.9609375","","","","","",""
"12623","29.609375","29.609375","29.609375","","","","28.0546875","28.0546875","28.0546875","","","","29.8828125","29.8828125","29.8828125"
"12624","29.54427146911621","29.54427146911621","29.54427146911621","","","","27.963542938232422","27.963542938232422","27.963542938232422","29.953125","29.953125","29.953125","","",""
"12625","","","","33.434898376464844","33.434898376464844","33.434898376464844","27.9609375","27.9609375","27.9609375","29.846355438232422","29.846355438232422","29.846355438232422","30.104167938232422","30.104167938232422","30.104167938232422"
"12626","29.455730438232422","29.455730438232422","29.455730438232422","33.16666793823242","33.16666793823242","33.16666793823242","27.9921875","27.9921875","27.9921875","29.854167938232422","29.854167938232422","29.854167938232422","30.20833396911621","30.20833396911621","30.20833396911621"
"12627","29.6171875","29.6171875","29.6171875","","","","","","","29.77083396911621","29.77083396911621","29.77083396911621","","",""
"12628","","","","32.989585876464844","32.989585876464844","32.989585876464844","27.94270896911621","27.94270896911621","27.94270896911621","29.82552146911621","29.82552146911621","29.82552146911621","30.3203125","30.3203125","30.3203125"
"12629","","","","32.825523376464844","32.825523376464844","32.825523376464844","27.877605438232422","27.877605438232422","27.877605438232422","29.98177146911621","29.98177146911621","29.98177146911621","30.424480438232422","30.424480438232422","30.424480438232422"
"12630","","","","","","","27.658855438232422","27.658855438232422","27.658855438232422","30.018230438232422","30.018230438232422","30.018230438232422","30.24739646911621","30.24739646911621","30.24739646911621"
"12631","","","","33.075523376464844","33.075523376464844","33.075523376464844","27.682292938232422","27.682292938232422","27.682292938232422","29.971355438232422","29.971355438232422","29.971355438232422","30.236980438232422","30.236980438232422","30.236980438232422"
"12632","29.328125","29.328125","29.328125","","","","27.7890625","27.7890625","27.7890625","29.95833396911621","29.95833396911621","29.95833396911621","30.17708396911621","30.17708396911621","30.17708396911621"
"12633","29.296875","29.296875","29.296875","","","","","","","29.9609375","29.9609375","29.9609375","30.260417938232422","30.260417938232422","30.260417938232422"
"12634","","","","33.083335876464844","33.083335876464844","33.083335876464844","27.93489646911621","27.93489646911621","27.93489646911621","29.85677146911621","29.85677146911621","29.85677146911621","","",""
"12635","","","","","","","27.940105438232422","27.940105438232422","27.940105438232422","29.7109375","29.7109375","29.7109375","30.13020896911621","30.13020896911621","30.13020896911621"
"12636","","","","","","","27.96875","27.96875","27.96875","","","","29.81770896911621","29.81770896911621","29.81770896911621"
"12637","","","","33.052085876464844","33.052085876464844","33.052085876464844","27.95833396911621","27.95833396911621","27.95833396911621","30.046875","30.046875","30.046875","30.05989646911621","30.05989646911621","30.05989646911621"
"12638","28.59114646911621","28.59114646911621","28.59114646911621","32.85416793823242","32.85416793823242","32.85416793823242","27.8984375","27.8984375","27.8984375","30.127605438232422","30.127605438232422","30.127605438232422","30.197917938232422","30.197917938232422","30.197917938232422"
"12639","28.59375","28.59375","28.59375","","","","28.03125","28.03125","28.03125","30.127605438232422","30.127605438232422","30.127605438232422","30.25","30.25","30.25"
"12640","","","","32.809898376464844","32.809898376464844","32.809898376464844","28.13802146911621","28.13802146911621","28.13802146911621","","","","","",""
"12641","","","","32.809898376464844","32.809898376464844","32.809898376464844","28.1640625","28.1640625","28.1640625","30.23177146911621","30.23177146911621","30.23177146911621","30.13802146911621","30.13802146911621","30.13802146911621"
"12642","28.541667938232422","28.541667938232422","28.541667938232422","32.57291793823242","32.57291793823242","32.57291793823242","28.30208396911621","28.30208396911621","28.30208396911621","30.24739646911621","30.24739646911621","30.24739646911621","30.486980438232422","30.486980438232422","30.486980438232422"
"12643","28.34375","28.34375","28.34375","32.734375","32.734375","32.734375","28.55989646911621","28.55989646911621","28.55989646911621","","","","","",""
"12644","28.2578125","28.2578125","28.2578125","32.9453125","32.9453125","32.9453125","28.565105438232422","28.565105438232422","28.565105438232422","","","","30.25520896911621","30.25520896911621","30.25520896911621"
"12645","28.24739646911621","28.24739646911621","28.24739646911621","","","","28.744792938232422","28.744792938232422","28.744792938232422","30.518230438232422","30.518230438232422","30.518230438232422","30.385417938232422","30.385417938232422","30.385417938232422"
"12646","28.171875","28.171875","28.171875","32.94791793823242","32.94791793823242","32.94791793823242","28.9296875","28.9296875","28.9296875","30.42708396911621","30.42708396911621","30.42708396911621","30.5703125","30.5703125","30.5703125"
"12647","28.20052146911621","28.20052146911621","28.20052146911621","","","","28.98177146911621","28.98177146911621","28.98177146911621","30.55989646911621","30.55989646911621","30.55989646911621","30.479167938232422","30.479167938232422","30.479167938232422"
"12648","28.21875","28.21875","28.21875","32.73698043823242","32.73698043823242","32.73698043823242","28.9375","28.9375","28.9375","","","","30.53645896911621","30.53645896911621","30.53645896911621"
"12649","","","","32.73698043823242","32.73698043823242","32.73698043823242","28.83333396911621","28.83333396911621","28.83333396911621","","","","30.4296875","30.4296875","30.4296875"
"12650","28.30989646911621","28.30989646911621","28.30989646911621","","","","29.04427146911621","29.04427146911621","29.04427146911621","30.27864646911621","30.27864646911621","30.27864646911621","30.393230438232422","30.393230438232422","30.393230438232422"
"12651","","","","32.55729293823242","32.55729293823242","32.55729293823242","29.140625","29.140625","29.140625","30.24739646911621","30.24739646911621","30.24739646911621","","",""
"12652","28.20052146911621","28.20052146911621","28.20052146911621","","","","29.140625","29.140625","29.140625","30.234375","30.234375","30.234375","","",""
"12653","28.1171875","28.1171875","28.1171875","","","","","","","","","","30.096355438232422","30.096355438232422","30.096355438232422"
"12654","28.34114646911621","28.34114646911621","28.34114646911621","32.76823043823242","32.76823043823242","32.76823043823242","29.140625","29.140625","29.140625","","","","","",""
"12655","28.276042938232422","28.276042938232422","28.276042938232422","32.817710876464844","32.817710876464844","32.817710876464844","29.015625","29.015625","29.015625","30.30208396911621","30.30208396911621","30.30208396911621","30.078125","30.078125","30.078125"
"12656","","","","","","","29.268230438232422","29.268230438232422","29.268230438232422","30.30208396911621","30.30208396911621","30.30208396911621","","",""
"12657","28.151042938232422","28.151042938232422","28.151042938232422","32.78125","32.78125","32.78125","29.34895896911621","29.34895896911621","29.34895896911621","30.20052146911621","30.20052146911621","30.20052146911621","","",""
"12658","28.15625","28.15625","28.15625","","","","29.171875","29.171875","29.171875","","","","30.221355438232422","30.221355438232422","30.221355438232422"
"12659","","","","32.7421875","32.7421875","32.7421875","29.2109375","29.2109375","29.2109375","30.151042938232422","30.151042938232422","30.151042938232422","30.104167938232422","30.104167938232422","30.104167938232422"
"12660","28.0859375","28.0859375","28.0859375","","","","","","","","","","30.104167938232422","30.104167938232422","30.104167938232422"
"12661","","","","","","","","","","30.109375","30.109375","30.109375","30.143230438232422","30.143230438232422","30.143230438232422"
"12662","28.16927146911621","28.16927146911621","28.16927146911621","32.552085876464844","32.552085876464844","32.552085876464844","29.3515625","29.3515625","29.3515625","30.203125","30.203125","30.203125","30.143230438232422","30.143230438232422","30.143230438232422"
"12663","","","","32.29166793823242","32.29166793823242","32.29166793823242","29.260417938232422","29.260417938232422","29.260417938232422","30.29427146911621","30.29427146911621","30.29427146911621","","",""
"12664","28.174480438232422","28.174480438232422","28.174480438232422","32.317710876464844","32.317710876464844","32.317710876464844","29.158855438232422","29.158855438232422","29.158855438232422","30.3125","30.3125","30.3125","30.2734375","30.2734375","30.2734375"
"12665","28.174480438232422","28.174480438232422","28.174480438232422","","","","29.21614646911621","29.21614646911621","29.21614646911621","","","","30.06770896911621","30.06770896911621","30.06770896911621"
"12666","28.03645896911621","28.03645896911621","28.03645896911621","32.098960876464844","32.098960876464844","32.098960876464844","29.25","29.25","29.25","30.455730438232422","30.455730438232422","30.455730438232422","","",""
"12667","28.05989646911621","28.05989646911621","28.05989646911621","32.26823043823242","32.26823043823242","32.26823043823242","","","","30.45052146911621","30.45052146911621","30.45052146911621","29.875","29.875","29.875"
"12668","28.046875","28.046875","28.046875","32.28125","32.28125","32.28125","29.283855438232422","29.283855438232422","29.283855438232422","30.533855438232422","30.533855438232422","30.533855438232422","29.721355438232422","29.721355438232422","29.721355438232422"
"12669","28","28","28","","","","29.62239646911621","29.62239646911621","29.62239646911621","30.635417938232422","30.635417938232422","30.635417938232422","","",""
"12670","28.20052146911621","28.20052146911621","28.20052146911621","32.46875","32.46875","32.46875","29.6953125","29.6953125","29.6953125","30.455730438232422","30.455730438232422","30.455730438232422","29.59375","29.59375","29.59375"
"12671","28.0546875","28.0546875","28.0546875","32.5","32.5","32.5","29.671875","29.671875","29.671875","","","","29.6015625","29.6015625","29.6015625"
"12672","","","","32.53385543823242","32.53385543823242","32.53385543823242","29.651042938232422","29.651042938232422","29.651042938232422","30.34114646911621","30.34114646911621","30.34114646911621","29.4921875","29.4921875","29.4921875"
"12673","","","","32.609375","32.609375","32.609375","29.66927146911621","29.66927146911621","29.66927146911621","30.453125","30.453125","30.453125","","",""
"12674","","","","","","","29.7890625","29.7890625","29.7890625","30.44270896911621","30.44270896911621","30.44270896911621","29.338542938232422","29.338542938232422","29.338542938232422"
"12675","","","","","","","29.59114646911621","29.59114646911621","29.59114646911621","30.484375","30.484375","30.484375","29.307292938232422","29.307292938232422","29.307292938232422"
"12676","","","","32.70573043823242","32.70573043823242","32.70573043823242","29.643230438232422","29.643230438232422","29.643230438232422","","","","","",""
"12677","28.096355438232422","28.096355438232422","28.096355438232422","32.700523376464844","32.700523376464844","32.700523376464844","29.916667938232422","29.916667938232422","29.916667938232422","30.307292938232422","30.307292938232422","30.307292938232422","29.127605438232422","29.127605438232422","29.127605438232422"
"12678","","","","32.859375","32.859375","32.859375","29.74739646911621","29.74739646911621","29.74739646911621","30.29427146911621","30.29427146911621","30.29427146911621","29.15625","29.15625","29.15625"
"12679","28.1484375","28.1484375","28.1484375","32.859375","32.859375","32.859375","29.734375","29.734375","29.734375","30.322917938232422","30.322917938232422","30.322917938232422","29.229167938232422","29.229167938232422","29.229167938232422"
"12680","","","","32.755210876464844","32.755210876464844","32.755210876464844","29.666667938232422","29.666667938232422","29.666667938232422","30.432292938232422","30.432292938232422","30.432292938232422","","",""
"12681","","","","32.765625","32.765625","32.765625","29.53125","29.53125","29.53125","","","","29.25","29.25","29.25"
"12682","","","","32.72916793823242","32.72916793823242","32.72916793823242","","","","","","","","",""
"12683","","","","","","","29.66145896911621","29.66145896911621","29.66145896911621","","","","29.330730438232422","29.330730438232422","29.330730438232422"
"12684","28","28","28","32.880210876464844","32.880210876464844","32.880210876464844","","","","","","","","",""
"12685","27.908855438232422","27.908855438232422","27.908855438232422","32.802085876464844","32.802085876464844","32.802085876464844","29.48958396911621","29.48958396911621","29.48958396911621","30.440105438232422","30.440105438232422","30.440105438232422","29.408855438232422","29.408855438232422","29.408855438232422"
"12686","28.291667938232422","28.291667938232422","28.291667938232422","32.653648376464844","32.653648376464844","32.653648376464844","","","","30.55989646911621","30.55989646911621","30.55989646911621","29.432292938232422","29.432292938232422","29.432292938232422"
"12687","28.401042938232422","28.401042938232422","28.401042938232422","","","","","","","30.549480438232422","30.549480438232422","30.549480438232422","29.580730438232422","29.580730438232422","29.580730438232422"
"12688","28.502605438232422","28.502605438232422","28.502605438232422","32.794273376464844","32.794273376464844","32.794273376464844","","","","30.479167938232422","30.479167938232422","30.479167938232422","29.625","29.625","29.625"
"12689","28.361980438232422","28.361980438232422","28.361980438232422","32.794273376464844","32.794273376464844","32.794273376464844","29.359375","29.359375","29.359375","","","","","",""
"12690","28.31770896911621","28.31770896911621","28.31770896911621","32.81510543823242","32.81510543823242","32.81510543823242","29.37239646911621","29.37239646911621","29.37239646911621","30.518230438232422","30.518230438232422","30.518230438232422","29.3515625","29.3515625","29.3515625"
"12691","28.28645896911621","28.28645896911621","28.28645896911621","32.684898376464844","32.684898376464844","32.684898376464844","","","","30.572917938232422","30.572917938232422","30.572917938232422","","",""
"12692","","","","32.622398376464844","32.622398376464844","32.622398376464844","28.91145896911621","28.91145896911621","28.91145896911621","30.463542938232422","30.463542938232422","30.463542938232422","29.32552146911621","29.32552146911621","29.32552146911621"
"12693","27.86458396911621","27.86458396911621","27.86458396911621","","","","28.721355438232422","28.721355438232422","28.721355438232422","30.48958396911621","30.48958396911621","30.48958396911621","29.455730438232422","29.455730438232422","29.455730438232422"
"12694","27.8125","27.8125","27.8125","","","","28.56770896911621","28.56770896911621","28.56770896911621","","","","29.4765625","29.4765625","29.4765625"
"12695","27.8125","27.8125","27.8125","","","","28.20052146911621","28.20052146911621","28.20052146911621","30.546875","30.546875","30.546875","29.31770896911621","29.31770896911621","29.31770896911621"
"12696","27.846355438232422","27.846355438232422","27.846355438232422","","","","28.20833396911621","28.20833396911621","28.20833396911621","30.421875","30.421875","30.421875","29.1796875","29.1796875","29.1796875"
"12697","","","","","","","28.197917938232422","28.197917938232422","28.197917938232422","30.41145896911621","30.41145896911621","30.41145896911621","29.244792938232422","29.244792938232422","29.244792938232422"
"12698","28.0859375","28.0859375","28.0859375","32.51041793823242","32.51041793823242","32.51041793823242","28.296875","28.296875","28.296875","30.416667938232422","30.416667938232422","30.416667938232422","29.29427146911621","29.29427146911621","29.29427146911621"
"12699","","","","32.505210876464844","32.505210876464844","32.505210876464844","","","","","","","29.20052146911621","29.20052146911621","29.20052146911621"
"12700","","","","32.6015625","32.6015625","32.6015625","28.338542938232422","28.338542938232422","28.338542938232422","30.515625","30.515625","30.515625","29.20833396911621","29.20833396911621","29.20833396911621"
"12701","28.369792938232422","28.369792938232422","28.369792938232422","32.6015625","32.6015625","32.6015625","28.25520896911621","28.25520896911621","28.25520896911621","","","","29.17708396911621","29.17708396911621","29.17708396911621"
"12702","28.276042938232422","28.276042938232422","28.276042938232422","","","","28.166667938232422","28.166667938232422","28.166667938232422","30.52864646911621","30.52864646911621","30.52864646911621","29.20833396911621","29.20833396911621","29.20833396911621"
"12703","28.377605438232422","28.377605438232422","28.377605438232422","32.583335876464844","32.583335876464844","32.583335876464844","28.29427146911621","28.29427146911621","28.29427146911621","30.50520896911621","30.50520896911621","30.50520896911621","29.0234375","29.0234375","29.0234375"
"12704","","","","","","","28.21614646911621","28.21614646911621","28.21614646911621","30.48177146911621","30.48177146911621","30.48177146911621","","",""
"12705","28.328125","28.328125","28.328125","32.544273376464844","32.544273376464844","32.544273376464844","","","","","","","","",""
"12706","","","","32.6640625","32.6640625","32.6640625","28.31770896911621","28.31770896911621","28.31770896911621","30.515625","30.515625","30.515625","29.002605438232422","29.002605438232422","29.002605438232422"
"12707","","","","32.54166793823242","32.54166793823242","32.54166793823242","28.40364646911621","28.40364646911621","28.40364646911621","30.390625","30.390625","30.390625","28.901042938232422","28.901042938232422","28.901042938232422"
"12708","28.02083396911621","28.02083396911621","28.02083396911621","32.54166793823242","32.54166793823242","32.54166793823242","28.40364646911621","28.40364646911621","28.40364646911621","30.41927146911621","30.41927146911621","30.41927146911621","","",""
"12709","","","","32.52604293823242","32.52604293823242","32.52604293823242","28.5625","28.5625","28.5625","30.4296875","30.4296875","30.4296875","29.05208396911621","29.05208396911621","29.05208396911621"
"12710","28.01302146911621","28.01302146911621","28.01302146911621","32.5234375","32.5234375","32.5234375","","","","30.377605438232422","30.377605438232422","30.377605438232422","29.15364646911621","29.15364646911621","29.15364646911621"
"12711","","","","","","","28.625","28.625","28.625","30.4453125","30.4453125","30.4453125","28.9140625","28.9140625","28.9140625"
"12712","27.92708396911621","27.92708396911621","27.92708396911621","32.671875","32.671875","32.671875","28.658855438232422","28.658855438232422","28.658855438232422","","","","","",""
"12713","27.799480438232422","27.799480438232422","27.799480438232422","","","","","","","30.244792938232422","30.244792938232422","30.244792938232422","29.026042938232422","29.026042938232422","29.026042938232422"
"12714","27.8828125","27.8828125","27.8828125","","","","28.72395896911621","28.72395896911621","28.72395896911621","30.2265625","30.2265625","30.2265625","29.072917938232422","29.072917938232422","29.072917938232422"
"12715","28.15625","28.15625","28.15625","32.5","32.5","32.5","28.84375","28.84375","28.84375","30.35677146911621","30.35677146911621","30.35677146911621","","",""
"12716","28.328125","28.328125","28.328125","","","","28.955730438232422","28.955730438232422","28.955730438232422","30.197917938232422","30.197917938232422","30.197917938232422","29.088542938232422","29.088542938232422","29.088542938232422"
"12717","28.421875","28.421875","28.421875","32.35416793823242","32.35416793823242","32.35416793823242","28.921875","28.921875","28.921875","","","","","",""
"12718","28.510417938232422","28.510417938232422","28.510417938232422","32.51041793823242","32.51041793823242","32.51041793823242","29.033855438232422","29.033855438232422","29.033855438232422","","","","29.049480438232422","29.049480438232422","29.049480438232422"
"12719","","","","","","","29.158855438232422","29.158855438232422","29.158855438232422","30.1328125","30.1328125","30.1328125","29.0859375","29.0859375","29.0859375"
"12720","","","","32.42448043823242","32.42448043823242","32.42448043823242","29.27864646911621","29.27864646911621","29.27864646911621","29.932292938232422","29.932292938232422","29.932292938232422","","",""
"12721","","","","32.49479293823242","32.49479293823242","32.49479293823242","29.390625","29.390625","29.390625","30.046875","30.046875","30.046875","","",""
"12722","28.19270896911621","28.19270896911621","28.19270896911621","32.4921875","32.4921875","32.4921875","29.408855438232422","29.408855438232422","29.408855438232422","29.95833396911621","29.95833396911621","29.95833396911621","28.71614646911621","28.71614646911621","28.71614646911621"
"12723","28.315105438232422","28.315105438232422","28.315105438232422","32.4609375","32.4609375","32.4609375","","","","30.096355438232422","30.096355438232422","30.096355438232422","","",""
"12724","28.338542938232422","28.338542938232422","28.338542938232422","32.411460876464844","32.411460876464844","32.411460876464844","29.59375","29.59375","29.59375","30.1484375","30.1484375","30.1484375","28.84375","28.84375","28.84375"
"12725","28.330730438232422","28.330730438232422","28.330730438232422","32.411460876464844","32.411460876464844","32.411460876464844","","","","","","","29.0234375","29.0234375","29.0234375"
"12726","28.385417938232422","28.385417938232422","28.385417938232422","32.294273376464844","32.294273376464844","32.294273376464844","29.53645896911621","29.53645896911621","29.53645896911621","30.36458396911621","30.36458396911621","30.36458396911621","29.174480438232422","29.174480438232422","29.174480438232422"
"12727","","","","","","","29.572917938232422","29.572917938232422","29.572917938232422","","","","","",""
"12728","28.53645896911621","28.53645896911621","28.53645896911621","32.1875","32.1875","32.1875","29.703125","29.703125","29.703125","30.31770896911621","30.31770896911621","30.31770896911621","29.0625","29.0625","29.0625"
"12729","","","","32.2109375","32.2109375","32.2109375","29.7421875","29.7421875","29.7421875","30.393230438232422","30.393230438232422","30.393230438232422","29.158855438232422","29.158855438232422","29.158855438232422"
"12730","28.682292938232422","28.682292938232422","28.682292938232422","32.153648376464844","32.153648376464844","32.153648376464844","29.85677146911621","29.85677146911621","29.85677146911621","30.39583396911621","30.39583396911621","30.39583396911621","28.98177146911621","28.98177146911621","28.98177146911621"
"12731","","","","","","","29.776042938232422","29.776042938232422","29.776042938232422","30.401042938232422","30.401042938232422","30.401042938232422","28.99739646911621","28.99739646911621","28.99739646911621"
"12732","","","","","","","29.893230438232422","29.893230438232422","29.893230438232422","","","","28.994792938232422","28.994792938232422","28.994792938232422"
"12733","28.48958396911621","28.48958396911621","28.48958396911621","","","","29.96875","29.96875","29.96875","30.38020896911621","30.38020896911621","30.38020896911621","28.96875","28.96875","28.96875"
"12734","28.609375","28.609375","28.609375","32.375","32.375","32.375","29.955730438232422","29.955730438232422","29.955730438232422","30.484375","30.484375","30.484375","28.90625","28.90625","28.90625"
"12735","","","","","","","29.916667938232422","29.916667938232422","29.916667938232422","","","","29.02083396911621","29.02083396911621","29.02083396911621"
