"Step","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time__MIN","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time__MAX","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time__MIN","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time__MAX","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time__MIN","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time__MAX","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time__MIN","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time__MAX","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time__MIN","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time__MAX"
"12023","16.43684959411621","16.43684959411621","16.43684959411621","3.1357421875","3.1357421875","3.1357421875","7.7506513595581055","7.7506513595581055","7.7506513595581055","4.931640625","4.931640625","4.931640625","2.8079428672790527","2.8079428672790527","2.8079428672790527"
"12024","16.447265625","16.447265625","16.447265625","3.1350913047790527","3.1350913047790527","3.1350913047790527","","","","4.962239742279053","4.962239742279053","4.962239742279053","2.833984375","2.833984375","2.833984375"
"12025","16.491863250732422","16.491863250732422","16.491863250732422","3.1315104961395264","3.1315104961395264","3.1315104961395264","7.7646484375","7.7646484375","7.7646484375","4.9508466720581055","4.9508466720581055","4.9508466720581055","","",""
"12026","16.450847625732422","16.450847625732422","16.450847625732422","3.0989584922790527","3.0989584922790527","3.0989584922790527","7.776692867279053","7.776692867279053","7.776692867279053","4.9443359375","4.9443359375","4.9443359375","","",""
"12027","16.47981834411621","16.47981834411621","16.47981834411621","","","","7.7184247970581055","7.7184247970581055","7.7184247970581055","","","","","",""
"12028","16.47786521911621","16.47786521911621","16.47786521911621","","","","7.755859375","7.755859375","7.755859375","4.9410810470581055","4.9410810470581055","4.9410810470581055","","",""
"12029","16.48177146911621","16.48177146911621","16.48177146911621","3.087890625","3.087890625","3.087890625","7.7740888595581055","7.7740888595581055","7.7740888595581055","4.9215497970581055","4.9215497970581055","4.9215497970581055","2.7724609375","2.7724609375","2.7724609375"
"12030","16.42220115661621","16.42220115661621","16.42220115661621","3.0651042461395264","3.0651042461395264","3.0651042461395264","7.801106929779053","7.801106929779053","7.801106929779053","","","","2.7880859375","2.7880859375","2.7880859375"
"12031","16.4814453125","16.4814453125","16.4814453125","3.0712890625","3.0712890625","3.0712890625","7.849935054779053","7.849935054779053","7.849935054779053","4.930013179779053","4.930013179779053","4.930013179779053","2.7779948711395264","2.7779948711395264","2.7779948711395264"
"12032","","","","","","","7.83203125","7.83203125","7.83203125","","","","2.7815756797790527","2.7815756797790527","2.7815756797790527"
"12033","16.48567771911621","16.48567771911621","16.48567771911621","","","","7.8251953125","7.8251953125","7.8251953125","4.9501953125","4.9501953125","4.9501953125","2.8115234375","2.8115234375","2.8115234375"
"12034","16.48763084411621","16.48763084411621","16.48763084411621","","","","","","","4.940755367279053","4.940755367279053","4.940755367279053","","",""
"12035","16.47591209411621","16.47591209411621","16.47591209411621","3.0393881797790527","3.0393881797790527","3.0393881797790527","","","","4.9501953125","4.9501953125","4.9501953125","2.8219401836395264","2.8219401836395264","2.8219401836395264"
"12036","16.4404296875","16.4404296875","16.4404296875","","","","","","","4.9345703125","4.9345703125","4.9345703125","2.8271484375","2.8271484375","2.8271484375"
"12037","16.42415428161621","16.42415428161621","16.42415428161621","3.0302734375","3.0302734375","3.0302734375","7.9189453125","7.9189453125","7.9189453125","4.9033203125","4.9033203125","4.9033203125","","",""
"12038","16.446941375732422","16.446941375732422","16.446941375732422","3.0188803672790527","3.0188803672790527","3.0188803672790527","7.9205732345581055","7.9205732345581055","7.9205732345581055","4.8736982345581055","4.8736982345581055","4.8736982345581055","2.8284506797790527","2.8284506797790527","2.8284506797790527"
"12039","16.46126365661621","16.46126365661621","16.46126365661621","","","","7.906575679779053","7.906575679779053","7.906575679779053","","","","2.8362631797790527","2.8362631797790527","2.8362631797790527"
"12040","16.56380271911621","16.56380271911621","16.56380271911621","2.9951171875","2.9951171875","2.9951171875","7.9401044845581055","7.9401044845581055","7.9401044845581055","4.849935054779053","4.849935054779053","4.849935054779053","2.8391928672790527","2.8391928672790527","2.8391928672790527"
"12041","16.619140625","16.619140625","16.619140625","3.0113933086395264","3.0113933086395264","3.0113933086395264","","","","4.839192867279053","4.839192867279053","4.839192867279053","2.8160808086395264","2.8160808086395264","2.8160808086395264"
"12042","16.5986328125","16.5986328125","16.5986328125","2.9847006797790527","2.9847006797790527","2.9847006797790527","","","","4.819661617279053","4.819661617279053","4.819661617279053","","",""
"12043","","","","3.0003256797790527","3.0003256797790527","3.0003256797790527","7.9560546875","7.9560546875","7.9560546875","4.8199872970581055","4.8199872970581055","4.8199872970581055","","",""
"12044","16.530925750732422","16.530925750732422","16.530925750732422","3.0130209922790527","3.0130209922790527","3.0130209922790527","7.9879560470581055","7.9879560470581055","7.9879560470581055","4.834310054779053","4.834310054779053","4.834310054779053","2.8212890625","2.8212890625","2.8212890625"
"12045","16.62923240661621","16.62923240661621","16.62923240661621","3.0257163047790527","3.0257163047790527","3.0257163047790527","7.9674482345581055","7.9674482345581055","7.9674482345581055","","","","2.8304038047790527","2.8304038047790527","2.8304038047790527"
"12046","16.63216209411621","16.63216209411621","16.63216209411621","3.0257163047790527","3.0257163047790527","3.0257163047790527","","","","4.8193359375","4.8193359375","4.8193359375","2.8196616172790527","2.8196616172790527","2.8196616172790527"
"12047","16.62532615661621","16.62532615661621","16.62532615661621","","","","","","","4.822265625","4.822265625","4.822265625","","",""
"12048","16.62434959411621","16.62434959411621","16.62434959411621","3.0341796875","3.0341796875","3.0341796875","7.8785810470581055","7.8785810470581055","7.8785810470581055","","","","2.8203125","2.8203125","2.8203125"
"12049","16.583660125732422","16.583660125732422","16.583660125732422","","","","","","","4.8271484375","4.8271484375","4.8271484375","2.8248698711395264","2.8248698711395264","2.8248698711395264"
"12050","16.55891990661621","16.55891990661621","16.55891990661621","3.0279948711395264","3.0279948711395264","3.0279948711395264","7.895833492279053","7.895833492279053","7.895833492279053","4.810546875","4.810546875","4.810546875","2.8297526836395264","2.8297526836395264","2.8297526836395264"
"12051","16.54622459411621","16.54622459411621","16.54622459411621","","","","7.881185054779053","7.881185054779053","7.881185054779053","4.771810054779053","4.771810054779053","4.771810054779053","","",""
"12052","","","","2.9973959922790527","2.9973959922790527","2.9973959922790527","","","","","","","","",""
"12053","16.5068359375","16.5068359375","16.5068359375","2.9964194297790527","2.9964194297790527","2.9964194297790527","","","","","","","2.8304038047790527","2.8304038047790527","2.8304038047790527"
"12054","","","","3.0035808086395264","3.0035808086395264","3.0035808086395264","7.8463544845581055","7.8463544845581055","7.8463544845581055","","","","2.8206381797790527","2.8206381797790527","2.8206381797790527"
"12055","16.540691375732422","16.540691375732422","16.540691375732422","","","","7.908203125","7.908203125","7.908203125","4.7565107345581055","4.7565107345581055","4.7565107345581055","2.8225913047790527","2.8225913047790527","2.8225913047790527"
"12056","16.478191375732422","16.478191375732422","16.478191375732422","","","","7.9166669845581055","7.9166669845581055","7.9166669845581055","","","","2.8186850547790527","2.8186850547790527","2.8186850547790527"
"12057","16.40462303161621","16.40462303161621","16.40462303161621","","","","","","","4.740560054779053","4.740560054779053","4.740560054779053","2.8079428672790527","2.8079428672790527","2.8079428672790527"
"12058","16.43359375","16.43359375","16.43359375","","","","","","","","","","2.796875","2.796875","2.796875"
"12059","16.3349609375","16.3349609375","16.3349609375","2.9609375","2.9609375","2.9609375","","","","4.6826171875","4.6826171875","4.6826171875","2.7877604961395264","2.7877604961395264","2.7877604961395264"
"12060","16.3369140625","16.3369140625","16.3369140625","","","","","","","4.699544429779053","4.699544429779053","4.699544429779053","2.8111979961395264","2.8111979961395264","2.8111979961395264"
"12061","16.256511688232422","16.256511688232422","16.256511688232422","","","","7.919270992279053","7.919270992279053","7.919270992279053","","","","2.8111979961395264","2.8111979961395264","2.8111979961395264"
"12062","16.2744140625","16.2744140625","16.2744140625","2.9319663047790527","2.9319663047790527","2.9319663047790527","7.8844404220581055","7.8844404220581055","7.8844404220581055","4.692708492279053","4.692708492279053","4.692708492279053","","",""
"12063","","","","2.9479167461395264","2.9479167461395264","2.9479167461395264","7.888997554779053","7.888997554779053","7.888997554779053","4.7057294845581055","4.7057294845581055","4.7057294845581055","2.8404948711395264","2.8404948711395264","2.8404948711395264"
"12064","16.11067771911621","16.11067771911621","16.11067771911621","2.9456381797790527","2.9456381797790527","2.9456381797790527","7.9228515625","7.9228515625","7.9228515625","4.696614742279053","4.696614742279053","4.696614742279053","2.8587241172790527","2.8587241172790527","2.8587241172790527"
"12065","16.219402313232422","16.219402313232422","16.219402313232422","2.955078125","2.955078125","2.955078125","","","","4.678060054779053","4.678060054779053","4.678060054779053","2.8919272422790527","2.8919272422790527","2.8919272422790527"
"12066","16.161785125732422","16.161785125732422","16.161785125732422","2.9527995586395264","2.9527995586395264","2.9527995586395264","7.975911617279053","7.975911617279053","7.975911617279053","","","","2.8981120586395264","2.8981120586395264","2.8981120586395264"
"12067","16.12890625","16.12890625","16.12890625","2.978515625","2.978515625","2.978515625","7.9596357345581055","7.9596357345581055","7.9596357345581055","4.675130367279053","4.675130367279053","4.675130367279053","2.9036459922790527","2.9036459922790527","2.9036459922790527"
"12068","","","","2.9970703125","2.9970703125","2.9970703125","7.9638671875","7.9638671875","7.9638671875","","","","2.9016928672790527","2.9016928672790527","2.9016928672790527"
"12069","16.12630271911621","16.12630271911621","16.12630271911621","2.9811198711395264","2.9811198711395264","2.9811198711395264","7.9938154220581055","7.9938154220581055","7.9938154220581055","4.6949872970581055","4.6949872970581055","4.6949872970581055","2.9029948711395264","2.9029948711395264","2.9029948711395264"
"12070","16.115234375","16.115234375","16.115234375","","","","8.039713859558105","8.039713859558105","8.039713859558105","4.677734375","4.677734375","4.677734375","2.8824870586395264","2.8824870586395264","2.8824870586395264"
"12071","16.100261688232422","16.100261688232422","16.100261688232422","2.9547526836395264","2.9547526836395264","2.9547526836395264","","","","","","","2.8694663047790527","2.8694663047790527","2.8694663047790527"
"12072","16.0703125","16.0703125","16.0703125","2.9345703125","2.9345703125","2.9345703125","8.065104484558105","8.065104484558105","8.065104484558105","","","","2.8792319297790527","2.8792319297790527","2.8792319297790527"
"12073","16.04524803161621","16.04524803161621","16.04524803161621","2.9251303672790527","2.9251303672790527","2.9251303672790527","8.056315422058105","8.056315422058105","8.056315422058105","4.7119140625","4.7119140625","4.7119140625","2.8697917461395264","2.8697917461395264","2.8697917461395264"
"12074","16.014324188232422","16.014324188232422","16.014324188232422","2.9228515625","2.9228515625","2.9228515625","8.025716781616211","8.025716781616211","8.025716781616211","4.6875","4.6875","4.6875","","",""
"12075","15.967123031616211","15.967123031616211","15.967123031616211","","","","8.031576156616211","8.031576156616211","8.031576156616211","4.688802242279053","4.688802242279053","4.688802242279053","2.861328125","2.861328125","2.861328125"
"12076","15.950521469116211","15.950521469116211","15.950521469116211","2.873046875","2.873046875","2.873046875","","","","","","","2.8639323711395264","2.8639323711395264","2.8639323711395264"
"12077","15.891276359558105","15.891276359558105","15.891276359558105","2.8531901836395264","2.8531901836395264","2.8531901836395264","7.9967451095581055","7.9967451095581055","7.9967451095581055","4.664388179779053","4.664388179779053","4.664388179779053","","",""
"12078","","","","2.8509116172790527","2.8509116172790527","2.8509116172790527","8.0068359375","8.0068359375","8.0068359375","","","","2.8697917461395264","2.8697917461395264","2.8697917461395264"
"12079","15.865560531616211","15.865560531616211","15.865560531616211","","","","7.985677242279053","7.985677242279053","7.985677242279053","4.6539716720581055","4.6539716720581055","4.6539716720581055","2.8815104961395264","2.8815104961395264","2.8815104961395264"
"12080","","","","2.8343100547790527","2.8343100547790527","2.8343100547790527","7.977864742279053","7.977864742279053","7.977864742279053","4.634765625","4.634765625","4.634765625","2.8642578125","2.8642578125","2.8642578125"
"12081","15.869466781616211","15.869466781616211","15.869466781616211","2.8092448711395264","2.8092448711395264","2.8092448711395264","","","","4.6240234375","4.6240234375","4.6240234375","","",""
"12082","15.821615219116211","15.821615219116211","15.821615219116211","2.783203125","2.783203125","2.783203125","7.9371747970581055","7.9371747970581055","7.9371747970581055","","","","2.8336589336395264","2.8336589336395264","2.8336589336395264"
"12083","15.893229484558105","15.893229484558105","15.893229484558105","","","","7.951171875","7.951171875","7.951171875","","","","","",""
"12084","15.854166984558105","15.854166984558105","15.854166984558105","2.771484375","2.771484375","2.771484375","7.888671875","7.888671875","7.888671875","","","","2.7757163047790527","2.7757163047790527","2.7757163047790527"
"12085","15.9111328125","15.9111328125","15.9111328125","2.7809245586395264","2.7809245586395264","2.7809245586395264","7.8857421875","7.8857421875","7.8857421875","","","","2.7737631797790527","2.7737631797790527","2.7737631797790527"
"12086","15.9208984375","15.9208984375","15.9208984375","","","","7.822265625","7.822265625","7.822265625","4.6207685470581055","4.6207685470581055","4.6207685470581055","","",""
"12087","16.01790428161621","16.01790428161621","16.01790428161621","","","","7.8512372970581055","7.8512372970581055","7.8512372970581055","4.607747554779053","4.607747554779053","4.607747554779053","2.7685546875","2.7685546875","2.7685546875"
"12088","16.0654296875","16.0654296875","16.0654296875","","","","","","","4.596028804779053","4.596028804779053","4.596028804779053","2.7604167461395264","2.7604167461395264","2.7604167461395264"
"12089","","","","2.7763671875","2.7763671875","2.7763671875","","","","4.5830078125","4.5830078125","4.5830078125","2.7392578125","2.7392578125","2.7392578125"
"12090","16.044921875","16.044921875","16.044921875","2.7610678672790527","2.7610678672790527","2.7610678672790527","7.9352216720581055","7.9352216720581055","7.9352216720581055","4.618489742279053","4.618489742279053","4.618489742279053","2.734375","2.734375","2.734375"
"12091","16.069988250732422","16.069988250732422","16.069988250732422","","","","7.9361982345581055","7.9361982345581055","7.9361982345581055","4.594075679779053","4.594075679779053","4.594075679779053","2.7438151836395264","2.7438151836395264","2.7438151836395264"
"12092","16.072917938232422","16.072917938232422","16.072917938232422","","","","7.961263179779053","7.961263179779053","7.961263179779053","","","","2.71484375","2.71484375","2.71484375"
"12093","16.11946678161621","16.11946678161621","16.11946678161621","2.7672526836395264","2.7672526836395264","2.7672526836395264","7.967122554779053","7.967122554779053","7.967122554779053","4.6178388595581055","4.6178388595581055","4.6178388595581055","2.7236328125","2.7236328125","2.7236328125"
"12094","16.197265625","16.197265625","16.197265625","2.7513022422790527","2.7513022422790527","2.7513022422790527","7.968099117279053","7.968099117279053","7.968099117279053","","","","","",""
"12095","","","","","","","","","","4.626302242279053","4.626302242279053","4.626302242279053","2.7236328125","2.7236328125","2.7236328125"
"12096","16.294921875","16.294921875","16.294921875","","","","7.9733076095581055","7.9733076095581055","7.9733076095581055","4.623372554779053","4.623372554779053","4.623372554779053","2.7467448711395264","2.7467448711395264","2.7467448711395264"
"12097","16.287761688232422","16.287761688232422","16.287761688232422","2.7109375","2.7109375","2.7109375","7.978515625","7.978515625","7.978515625","4.6363935470581055","4.6363935470581055","4.6363935470581055","2.7571616172790527","2.7571616172790527","2.7571616172790527"
"12098","","","","","","","","","","4.619466304779053","4.619466304779053","4.619466304779053","2.7509765625","2.7509765625","2.7509765625"
"12099","16.3310546875","16.3310546875","16.3310546875","2.6865234375","2.6865234375","2.6865234375","7.99609375","7.99609375","7.99609375","4.6539716720581055","4.6539716720581055","4.6539716720581055","2.7578125","2.7578125","2.7578125"
"12100","16.352214813232422","16.352214813232422","16.352214813232422","","","","8.008138656616211","8.008138656616211","8.008138656616211","","","","2.7360026836395264","2.7360026836395264","2.7360026836395264"
"12101","16.368816375732422","16.368816375732422","16.368816375732422","","","","","","","4.6197919845581055","4.6197919845581055","4.6197919845581055","2.7298178672790527","2.7298178672790527","2.7298178672790527"
"12102","","","","2.7021484375","2.7021484375","2.7021484375","8.0986328125","8.0986328125","8.0986328125","4.6715497970581055","4.6715497970581055","4.6715497970581055","","",""
"12103","16.38411521911621","16.38411521911621","16.38411521911621","2.7047526836395264","2.7047526836395264","2.7047526836395264","8.137370109558105","8.137370109558105","8.137370109558105","4.7080078125","4.7080078125","4.7080078125","2.7086589336395264","2.7086589336395264","2.7086589336395264"
"12104","16.35774803161621","16.35774803161621","16.35774803161621","2.7301433086395264","2.7301433086395264","2.7301433086395264","8.184245109558105","8.184245109558105","8.184245109558105","4.7272138595581055","4.7272138595581055","4.7272138595581055","","",""
"12105","16.319011688232422","16.319011688232422","16.319011688232422","2.7249350547790527","2.7249350547790527","2.7249350547790527","","","","4.713216304779053","4.713216304779053","4.713216304779053","2.6940104961395264","2.6940104961395264","2.6940104961395264"
"12106","16.38606834411621","16.38606834411621","16.38606834411621","2.7223308086395264","2.7223308086395264","2.7223308086395264","8.175456047058105","8.175456047058105","8.175456047058105","","","","","",""
"12107","16.36751365661621","16.36751365661621","16.36751365661621","2.7151694297790527","2.7151694297790527","2.7151694297790527","8.1083984375","8.1083984375","8.1083984375","4.685872554779053","4.685872554779053","4.685872554779053","2.6982421875","2.6982421875","2.6982421875"
"12108","16.400066375732422","16.400066375732422","16.400066375732422","2.7220053672790527","2.7220053672790527","2.7220053672790527","8.1103515625","8.1103515625","8.1103515625","4.7106122970581055","4.7106122970581055","4.7106122970581055","","",""
"12109","16.5185546875","16.5185546875","16.5185546875","2.7294921875","2.7294921875","2.7294921875","8.0947265625","8.0947265625","8.0947265625","","","","","",""
"12110","16.5341796875","16.5341796875","16.5341796875","2.7317709922790527","2.7317709922790527","2.7317709922790527","8.0908203125","8.0908203125","8.0908203125","","","","2.712890625","2.712890625","2.712890625"
"12111","16.58203125","16.58203125","16.58203125","","","","8.038737297058105","8.038737297058105","8.038737297058105","4.7057294845581055","4.7057294845581055","4.7057294845581055","","",""
"12112","","","","2.7513022422790527","2.7513022422790527","2.7513022422790527","8.075846672058105","8.075846672058105","8.075846672058105","","","","","",""
"12113","16.7099609375","16.7099609375","16.7099609375","","","","8.05859375","8.05859375","8.05859375","4.73046875","4.73046875","4.73046875","","",""
"12114","16.7783203125","16.7783203125","16.7783203125","2.7568359375","2.7568359375","2.7568359375","8.046549797058105","8.046549797058105","8.046549797058105","4.7125654220581055","4.7125654220581055","4.7125654220581055","2.7337241172790527","2.7337241172790527","2.7337241172790527"
"12115","16.841796875","16.841796875","16.841796875","2.7565104961395264","2.7565104961395264","2.7565104961395264","7.9931640625","7.9931640625","7.9931640625","4.709310054779053","4.709310054779053","4.709310054779053","2.759765625","2.759765625","2.759765625"
"12116","16.78548240661621","16.78548240661621","16.78548240661621","2.759765625","2.759765625","2.759765625","7.9381513595581055","7.9381513595581055","7.9381513595581055","4.693685054779053","4.693685054779053","4.693685054779053","2.7799479961395264","2.7799479961395264","2.7799479961395264"
"12117","16.72591209411621","16.72591209411621","16.72591209411621","2.748046875","2.748046875","2.748046875","7.9225263595581055","7.9225263595581055","7.9225263595581055","4.708333492279053","4.708333492279053","4.708333492279053","","",""
"12118","16.750652313232422","16.750652313232422","16.750652313232422","2.7210288047790527","2.7210288047790527","2.7210288047790527","7.923177242279053","7.923177242279053","7.923177242279053","","","","2.7483725547790527","2.7483725547790527","2.7483725547790527"
"12119","16.71126365661621","16.71126365661621","16.71126365661621","","","","7.877278804779053","7.877278804779053","7.877278804779053","","","","2.7568359375","2.7568359375","2.7568359375"
"12120","16.71875","16.71875","16.71875","","","","7.8600263595581055","7.8600263595581055","7.8600263595581055","4.734700679779053","4.734700679779053","4.734700679779053","","",""
"12121","16.72493553161621","16.72493553161621","16.72493553161621","","","","7.8307294845581055","7.8307294845581055","7.8307294845581055","4.7486982345581055","4.7486982345581055","4.7486982345581055","2.7900390625","2.7900390625","2.7900390625"
"12122","16.7001953125","16.7001953125","16.7001953125","","","","","","","4.748046875","4.748046875","4.748046875","2.7652995586395264","2.7652995586395264","2.7652995586395264"
"12123","16.68099021911621","16.68099021911621","16.68099021911621","2.7392578125","2.7392578125","2.7392578125","","","","4.758138179779053","4.758138179779053","4.758138179779053","","",""
"12124","16.65169334411621","16.65169334411621","16.65169334411621","2.7376303672790527","2.7376303672790527","2.7376303672790527","7.7998046875","7.7998046875","7.7998046875","4.7750654220581055","4.7750654220581055","4.7750654220581055","2.7473959922790527","2.7473959922790527","2.7473959922790527"
"12125","16.6630859375","16.6630859375","16.6630859375","2.7252604961395264","2.7252604961395264","2.7252604961395264","7.83203125","7.83203125","7.83203125","4.783528804779053","4.783528804779053","4.783528804779053","2.7379558086395264","2.7379558086395264","2.7379558086395264"
"12126","16.69173240661621","16.69173240661621","16.69173240661621","2.7330729961395264","2.7330729961395264","2.7330729961395264","7.862630367279053","7.862630367279053","7.862630367279053","4.7861328125","4.7861328125","4.7861328125","2.7526042461395264","2.7526042461395264","2.7526042461395264"
"12127","16.751628875732422","16.751628875732422","16.751628875732422","","","","7.833984375","7.833984375","7.833984375","","","","2.7337241172790527","2.7337241172790527","2.7337241172790527"
"12128","","","","2.7135417461395264","2.7135417461395264","2.7135417461395264","7.91015625","7.91015625","7.91015625","4.7936201095581055","4.7936201095581055","4.7936201095581055","2.7405600547790527","2.7405600547790527","2.7405600547790527"
"12129","16.674480438232422","16.674480438232422","16.674480438232422","2.7174479961395264","2.7174479961395264","2.7174479961395264","","","","4.806640625","4.806640625","4.806640625","2.7574870586395264","2.7574870586395264","2.7574870586395264"
"12130","","","","2.7073569297790527","2.7073569297790527","2.7073569297790527","","","","4.7672529220581055","4.7672529220581055","4.7672529220581055","2.7698569297790527","2.7698569297790527","2.7698569297790527"
"12131","16.6474609375","16.6474609375","16.6474609375","2.7190756797790527","2.7190756797790527","2.7190756797790527","","","","","","","2.7587890625","2.7587890625","2.7587890625"
"12132","16.61946678161621","16.61946678161621","16.61946678161621","","","","8.035807609558105","8.035807609558105","8.035807609558105","4.723958492279053","4.723958492279053","4.723958492279053","2.7724609375","2.7724609375","2.7724609375"
"12133","","","","","","","8.022135734558105","8.022135734558105","8.022135734558105","","","","2.7740886211395264","2.7740886211395264","2.7740886211395264"
"12134","16.57649803161621","16.57649803161621","16.57649803161621","","","","","","","4.720052242279053","4.720052242279053","4.720052242279053","2.7626953125","2.7626953125","2.7626953125"
"12135","","","","","","","","","","4.6988935470581055","4.6988935470581055","4.6988935470581055","","",""
"12136","16.57649803161621","16.57649803161621","16.57649803161621","2.7568359375","2.7568359375","2.7568359375","","","","","","","2.8076171875","2.8076171875","2.8076171875"
"12137","16.577800750732422","16.577800750732422","16.577800750732422","2.7877604961395264","2.7877604961395264","2.7877604961395264","","","","","","","2.8209636211395264","2.8209636211395264","2.8209636211395264"
"12138","16.651042938232422","16.651042938232422","16.651042938232422","","","","7.9677734375","7.9677734375","7.9677734375","4.740560054779053","4.740560054779053","4.740560054779053","2.8600261211395264","2.8600261211395264","2.8600261211395264"
"12139","16.68977928161621","16.68977928161621","16.68977928161621","2.7626953125","2.7626953125","2.7626953125","","","","4.748372554779053","4.748372554779053","4.748372554779053","2.8570964336395264","2.8570964336395264","2.8570964336395264"
"12140","16.632488250732422","16.632488250732422","16.632488250732422","","","","","","","","","","2.8818359375","2.8818359375","2.8818359375"
"12141","16.6240234375","16.6240234375","16.6240234375","2.75390625","2.75390625","2.75390625","","","","4.7734375","4.7734375","4.7734375","2.873046875","2.873046875","2.873046875"
"12142","16.6083984375","16.6083984375","16.6083984375","2.7721354961395264","2.7721354961395264","2.7721354961395264","7.9391279220581055","7.9391279220581055","7.9391279220581055","4.809895992279053","4.809895992279053","4.809895992279053","2.8567709922790527","2.8567709922790527","2.8567709922790527"
"12143","","","","2.7718100547790527","2.7718100547790527","2.7718100547790527","","","","4.7897138595581055","4.7897138595581055","4.7897138595581055","2.8610026836395264","2.8610026836395264","2.8610026836395264"
"12144","16.607097625732422","16.607097625732422","16.607097625732422","","","","7.914388179779053","7.914388179779053","7.914388179779053","","","","","",""
"12145","","","","","","","7.9342451095581055","7.9342451095581055","7.9342451095581055","4.756185054779053","4.756185054779053","4.756185054779053","2.8564453125","2.8564453125","2.8564453125"
"12146","16.582683563232422","16.582683563232422","16.582683563232422","","","","7.9283857345581055","7.9283857345581055","7.9283857345581055","","","","","",""
"12147","16.53743553161621","16.53743553161621","16.53743553161621","","","","","","","4.810872554779053","4.810872554779053","4.810872554779053","2.8291015625","2.8291015625","2.8291015625"
"12148","","","","2.7779948711395264","2.7779948711395264","2.7779948711395264","7.9215497970581055","7.9215497970581055","7.9215497970581055","4.801106929779053","4.801106929779053","4.801106929779053","2.8072917461395264","2.8072917461395264","2.8072917461395264"
"12149","16.54817771911621","16.54817771911621","16.54817771911621","","","","7.9609375","7.9609375","7.9609375","4.814453125","4.814453125","4.814453125","2.8209636211395264","2.8209636211395264","2.8209636211395264"
"12150","16.552734375","16.552734375","16.552734375","2.7802734375","2.7802734375","2.7802734375","7.9576826095581055","7.9576826095581055","7.9576826095581055","4.79296875","4.79296875","4.79296875","2.8326823711395264","2.8326823711395264","2.8326823711395264"
"12151","16.53548240661621","16.53548240661621","16.53548240661621","2.763671875","2.763671875","2.763671875","7.9677734375","7.9677734375","7.9677734375","4.7783203125","4.7783203125","4.7783203125","2.8447265625","2.8447265625","2.8447265625"
"12152","16.56575584411621","16.56575584411621","16.56575584411621","2.7626953125","2.7626953125","2.7626953125","","","","4.754231929779053","4.754231929779053","4.754231929779053","2.8567709922790527","2.8567709922790527","2.8567709922790527"
"12153","16.558269500732422","16.558269500732422","16.558269500732422","2.7542319297790527","2.7542319297790527","2.7542319297790527","7.977864742279053","7.977864742279053","7.977864742279053","4.7724609375","4.7724609375","4.7724609375","2.8473308086395264","2.8473308086395264","2.8473308086395264"
"12154","16.502605438232422","16.502605438232422","16.502605438232422","2.7620444297790527","2.7620444297790527","2.7620444297790527","7.9879560470581055","7.9879560470581055","7.9879560470581055","4.774739742279053","4.774739742279053","4.774739742279053","2.8509116172790527","2.8509116172790527","2.8509116172790527"
"12155","16.55501365661621","16.55501365661621","16.55501365661621","2.7890625","2.7890625","2.7890625","","","","","","","2.8561198711395264","2.8561198711395264","2.8561198711395264"
"12156","16.542644500732422","16.542644500732422","16.542644500732422","2.7880859375","2.7880859375","2.7880859375","","","","4.7789716720581055","4.7789716720581055","4.7789716720581055","","",""
"12157","16.53352928161621","16.53352928161621","16.53352928161621","2.7972006797790527","2.7972006797790527","2.7972006797790527","","","","","","","2.8206381797790527","2.8206381797790527","2.8206381797790527"
"12158","","","","2.791015625","2.791015625","2.791015625","8.027018547058105","8.027018547058105","8.027018547058105","4.796875","4.796875","4.796875","2.8502604961395264","2.8502604961395264","2.8502604961395264"
"12159","16.5595703125","16.5595703125","16.5595703125","","","","","","","4.7945966720581055","4.7945966720581055","4.7945966720581055","2.8518881797790527","2.8518881797790527","2.8518881797790527"
"12160","16.55599021911621","16.55599021911621","16.55599021911621","2.7711589336395264","2.7711589336395264","2.7711589336395264","","","","4.781575679779053","4.781575679779053","4.781575679779053","2.8610026836395264","2.8610026836395264","2.8610026836395264"
